,SK_ID_CURR,TARGET 1 PROBABILITY
162,442313,0.032860197
163,404195,0.24588953
164,438392,0.084709615
165,309398,0.26353046
166,219282,0.1083202
167,260308,0.261115
168,135148,0.025271356
169,445234,0.23267393
170,168834,0.010085553
171,329599,0.12346001
172,362760,0.07327495
173,163956,0.8088155
174,445122,0.7490383
175,251032,0.3542665
176,351312,0.017267885
177,302118,0.34447786
178,359576,0.0026637325
179,171282,0.37523246
180,352937,0.03718657
181,449162,0.049413204
182,421092,0.05923549
183,141802,0.2468722
184,108833,0.5053515
185,148965,0.17034844
186,121902,0.122935586
187,100242,0.032616403
188,169654,0.19296022
189,276094,0.022736784
190,415451,0.0708614
191,248819,0.082174234
192,389326,0.108649746
193,210540,0.24580336
194,439749,0.03164373
195,320069,0.053610805
196,393996,0.051863
197,198943,0.5068982
198,311392,0.08447542
199,291040,0.1823848
200,173126,0.014512789
201,442873,0.07733773
202,319254,0.05522844
203,426528,0.01696486
204,200805,0.044855107
205,173889,0.028008247
206,116171,0.030044418
207,155997,0.102955095
208,115874,0.041291047
209,125263,0.16218458
210,361455,0.012874281
211,307117,0.6195409
212,199346,0.065200314
213,444746,0.069790766
214,211032,0.14463954
215,201396,0.16384488
216,252107,0.054635104
217,244492,0.34685904
218,287818,0.09521388
219,316442,0.12636255
220,366020,0.12103444
221,126061,0.058827173
222,382315,0.034555383
223,314882,0.20427057
224,448535,0.38730806
225,280609,0.035801906
226,178743,0.039081775
227,125823,0.10387298
228,434572,0.08143741
229,440279,0.15953715
230,140307,0.073264584
231,347288,0.09544057
232,210124,0.037746973
233,313107,0.15067054
234,190816,0.040481955
235,375291,0.19360764
236,346276,0.015502555
237,156775,0.28028688
238,437197,0.28399804
239,317309,0.078231364
240,122119,0.073235035
241,261788,0.1685935
242,420159,0.0813702
243,193244,0.1745052
244,124358,0.09200362
245,446769,0.19032806
246,356875,0.046636906
247,361425,0.11125554
248,356234,0.023393922
249,393083,0.039412506
250,121409,0.104768
251,319077,0.10509195
252,316115,0.17187753
253,379361,0.11915999
254,133822,0.5153307
255,220485,0.43745878
256,330520,0.02735082
257,401779,0.015737044
258,437590,0.046475016
259,118908,0.09748987
260,283935,0.035889357
261,147601,0.24327928
262,121634,0.7763532
263,171054,0.2582037
264,207837,0.61473525
265,112485,0.11057117
266,277914,0.06326642
267,440089,0.08001182
268,403042,0.030651048
269,157589,0.2134858
270,252415,0.24069424
271,300311,0.034531653
272,258099,0.2168308
273,268428,0.061122283
274,236746,0.16494742
275,222744,0.013434857
276,108294,0.09565994
277,286390,0.013767814
278,340617,0.03383662
279,401079,0.115590245
280,140473,0.031902477
281,281105,0.014310889
282,398022,0.051050834
283,368368,0.04506532
284,273618,0.013461935
285,238835,0.06670009
286,451405,0.52457476
287,220268,0.08216141
288,111236,0.1002911
289,229372,0.038154565
290,214909,0.18241349
291,424465,0.21138208
292,425753,0.2405852
293,187107,0.01056493
294,355551,0.061406657
295,150875,0.032477196
296,228360,0.07035848
297,158449,0.18914708
298,256827,0.063908
299,452482,0.027851207
300,240143,0.058298703
301,345371,0.076172195
302,367140,0.09742444
303,425216,0.044288527
304,306460,0.13050656
305,261919,0.09985932
306,378545,0.063344255
307,376784,0.73917687
308,321675,0.2591202
309,413821,0.010079733
310,115870,0.0074480944
311,150067,0.09945179
312,444215,0.09391587
313,455421,0.015756007
314,127234,0.16217676
315,422385,0.107331865
316,145471,0.2253483
317,267867,0.08256178
318,342040,0.22624117
319,232639,0.12029937
320,379752,0.05525044
321,107047,0.0930268
322,128773,0.24669051
323,226072,0.2599967
324,424147,0.16352144
325,371123,0.22486801
326,418636,0.060183078
327,176632,0.11311207
328,446395,0.18097796
329,189140,0.1981999
330,250851,0.19813448
331,416391,0.09949866
332,245881,0.045173064
333,296736,0.02203289
334,193826,0.36333844
335,116843,0.085534364
336,180901,0.1978039
337,212322,0.36795884
338,139141,0.02289238
339,267885,0.17976345
340,252227,0.020148722
341,405466,0.034075666
342,361985,0.15768535
343,103758,0.17130768
344,244944,0.19046457
345,125301,0.62768984
346,245826,0.032466814
347,127394,0.17440346
348,223321,0.031841226
349,433192,0.02936175
350,436795,0.19726598
351,311093,0.025960028
352,343150,0.12566486
353,147034,0.033176597
354,187683,0.08903416
355,306945,0.16901034
356,248625,0.12632558
357,179828,0.15149994
358,293811,0.53770477
359,429605,0.049478315
360,343104,0.13840836
361,158792,0.28517774
362,229537,0.036364943
363,404533,0.07832322
364,455507,0.49164465
365,269784,0.07427021
366,436527,0.07498256
367,284372,0.23252136
368,333637,0.44065472
369,199780,0.24072495
370,362103,0.6000148
371,262900,0.009804136
372,287481,0.55312485
373,422925,0.07215083
374,190888,0.50139314
375,313046,0.04749436
376,171286,0.22629492
377,427096,0.13529971
378,197712,0.38839427
379,133508,0.31567442
380,183904,0.014414987
381,163168,0.7702254
382,125740,0.068046056
383,394614,0.03837112
384,443207,0.2587898
385,277385,0.017736532
386,432854,0.13585885
387,175118,0.022993304
388,177634,0.42394713
389,359767,0.22560583
390,198443,0.07961613
391,365637,0.013485855
392,141073,0.13839498
393,352545,0.21015324
394,162456,0.008651602
395,207216,0.15935907
396,288483,0.6847054
397,134994,0.026634557
398,179586,0.041231073
399,249799,0.0738102
400,118095,0.028734108
401,415596,0.10676319
402,390596,0.027193082
403,112781,0.16486102
404,123894,0.103884585
405,128093,0.017310029
406,355216,0.03768599
407,305353,0.060058378
408,455753,0.447107
409,328893,0.087336175
410,173741,0.08443243
411,169823,0.08832207
412,374097,0.2565331
413,132210,0.15126634
414,424435,0.0072259977
415,228112,0.14954846
416,359167,0.124309205
417,221299,0.114208385
418,349867,0.7324231
419,346581,0.26252154
420,121441,0.29553878
421,349412,0.29519886
422,444267,0.23714162
423,236539,0.11485395
424,450175,0.15336065
425,336834,0.37392974
426,341376,0.24007064
427,447152,0.25406724
428,120656,0.1499414
429,326844,0.41092652
430,319431,0.07658976
431,445901,0.17540765
432,452186,0.33029342
433,366510,0.07128845
434,318465,0.099599965
435,123406,0.14476122
436,290237,0.085714325
437,120973,0.10631862
438,280763,0.09311163
439,416911,0.033485375
440,365876,0.06867087
441,381252,0.1543905
442,145116,0.10600042
443,187816,0.13514744
444,337507,0.279896
445,222412,0.34919348
446,324102,0.035479225
447,201809,0.08979061
448,204825,0.29363686
449,388563,0.0116758235
450,140171,0.016895385
451,392850,0.11020194
452,210311,0.48254895
453,338217,0.042054355
454,109751,0.16683733
455,233440,0.10653824
456,152733,0.2833005
457,224331,0.028652582
458,385109,0.036653485
459,162466,0.03549967
460,231766,0.19181605
461,283610,0.03504558
462,192476,0.13693331
463,399183,0.20578076
464,161633,0.11764827
465,141026,0.63749045
466,399379,0.1098763
467,117699,0.04945269
468,385533,0.56686944
469,209400,0.20783891
470,256262,0.36722046
471,288578,0.058268085
472,380753,0.26607677
473,381351,0.087134235
474,421320,0.08345437
475,100930,0.035279877
476,229792,0.24566962
477,301172,0.19428752
478,180390,0.34556186
479,355215,0.11549657
480,342524,0.029531505
481,446559,0.049553685
482,263618,0.21050362
483,343267,0.14923662
484,104662,0.15877292
485,172455,0.2539071
486,170858,0.420538
487,105930,0.11226315
488,284546,0.039655704
489,236789,0.16100949
490,432973,0.038522888
491,185541,0.034382667
492,402132,0.113684535
493,290616,0.4545585
494,264713,0.043104813
495,107945,0.28588817
496,119720,0.6984906
497,107118,0.035023093
498,312523,0.008783791
499,323945,0.10038425
500,117061,0.12975423
501,386447,0.08514359
502,293564,0.22639525
503,123269,0.14401133
504,199101,0.31619257
505,230146,0.13426998
506,382780,0.26934257
507,338144,0.25683987
508,296473,0.067368664
509,122773,0.020848349
510,236786,0.5269945
511,130899,0.037949078
512,187811,0.20853738
513,358190,0.02218082
514,212163,0.09963277
515,317415,0.058298115
516,341725,0.39802366
517,204250,0.20232804
518,267875,0.28532597
519,173758,0.035757054
520,159830,0.06045974
521,210119,0.292891
522,211626,0.058761142
523,267566,0.010371176
524,429899,0.4083592
525,401555,0.40212512
526,437600,0.058845054
527,186075,0.34367508
528,154073,0.5157514
529,123939,0.12870084
530,145150,0.06757979
531,305542,0.031564184
532,185587,0.159577
533,195453,0.043950856
534,416762,0.044366736
535,268360,0.085310064
536,287832,0.1498535
537,412813,0.086912476
538,307741,0.1768052
539,231403,0.09755013
540,273161,0.1590005
541,435457,0.38081375
542,348968,0.041198503
543,317896,0.073642254
544,363752,0.11072273
545,153354,0.2873504
546,208850,0.17553866
547,423897,0.2543572
548,129236,0.05595629
549,451493,0.051938687
550,191700,0.16806886
551,243799,0.07932728
552,280930,0.066050865
553,196924,0.20839386
554,128719,0.14247902
555,442798,0.028566513
556,267688,0.14130303
557,326158,0.032989264
558,129891,0.10595262
559,418338,0.030393133
560,180268,0.08182605
561,394792,0.036879823
562,433909,0.04167608
563,302114,0.36310968
564,267415,0.04621771
565,224761,0.16914701
566,432662,0.12964088
567,396802,0.114151716
568,103710,0.18042342
569,430454,0.08857988
570,287188,0.08778979
571,171203,0.049986787
572,239852,0.033663224
573,171283,0.06003494
574,407908,0.033762693
575,455242,0.25228253
576,246094,0.08096637
577,424233,0.046550695
578,171832,0.054491017
579,120901,0.6112263
580,122052,0.3303411
581,148017,0.13683859
582,179351,0.0044323932
583,148505,0.090718865
584,179011,0.52500135
585,215027,0.120760694
586,318240,0.10293372
587,376709,0.040226784
588,408079,0.22028764
589,248436,0.027581848
590,210078,0.027877636
591,441422,0.0058902926
592,298528,0.06487957
593,152534,0.06648101
594,446793,0.015171199
595,430687,0.19141397
596,178056,0.07550166
597,282689,0.069990195
598,435643,0.26356336
599,287461,0.27808896
600,215090,0.13510294
601,149145,0.07125028
602,101396,0.06522691
603,321349,0.2708677
604,325183,0.3396577
605,174489,0.09996915
606,415289,0.39790717
607,289830,0.26086542
608,265219,0.037793394
609,282762,0.1777071
610,342035,0.23262464
611,129718,0.43436077
612,139577,0.10587272
613,348219,0.31248614
614,200856,0.09269195
615,107288,0.2420877
616,405255,0.07523021
617,287896,0.07225227
618,158067,0.102079615
619,222731,0.085270666
620,364933,0.13661478
621,164540,0.04150535
622,380213,0.18303497
623,380432,0.31432393
624,271909,0.02800103
625,300892,0.16948795
626,231823,0.023870764
627,209496,0.025725793
628,417601,0.032614704
629,307727,0.0693785
630,215176,0.032355536
631,151734,0.0532664
632,257413,0.008651863
633,224101,0.27490464
634,325756,0.09398935
635,453640,0.029569658
636,440958,0.3472477
637,233537,0.04644558
638,432740,0.18097302
639,213104,0.09599414
640,309416,0.038274772
641,351650,0.10269393
642,296215,0.07613706
643,141846,0.015794447
644,264634,0.3226521
645,273887,0.4673363
646,437683,0.4342781
647,278991,0.19925557
648,429486,0.12646556
649,162119,0.10351455
650,401612,0.18963459
651,194508,0.11173268
652,338461,0.25162554
653,339201,0.20608251
654,419735,0.052434977
655,106742,0.053275324
656,313315,0.0647862
657,430012,0.105653934
658,303463,0.014127706
659,196645,0.008301454
660,251634,0.06828761
661,235739,0.096577115
662,130969,0.38321206
663,214669,0.08556478
664,319724,0.31986076
665,400128,0.0033353039
666,179416,0.059789103
667,154642,0.21607222
668,256811,0.33128583
669,256806,0.11857781
670,372763,0.014544707
671,289303,0.052151132
672,453154,0.6642996
673,292810,0.03369968
674,184620,0.021060461
675,243417,0.05012958
676,131176,0.23459089
677,420677,0.035636254
678,405891,0.035936996
679,133739,0.21533568
680,336662,0.16388482
681,303677,0.58387697
682,354194,0.31258544
683,324213,0.06231929
684,178379,0.010067212
685,345278,0.037699558
686,338754,0.3106303
687,231959,0.11931541
688,269926,0.06102756
689,444331,0.15374777
690,424562,0.021398244
691,133291,0.01448664
692,101507,0.13257936
693,150994,0.031907514
694,106835,0.057748187
695,273746,0.43515715
696,143785,0.04101703
697,256836,0.22841479
698,134297,0.07241816
699,404136,0.009680583
700,141351,0.17769043
701,226107,0.11654375
702,121957,0.5667102
703,336142,0.02683542
704,367335,0.083913125
705,138181,0.118011996
706,157364,0.2933097
707,452183,0.34758037
708,212516,0.019332873
709,203158,0.015744984
710,406759,0.06540591
711,178177,0.11064434
712,270542,0.4735814
713,327748,0.24894583
714,227683,0.1376524
715,289664,0.45615876
716,434426,0.23410605
717,293054,0.13388267
718,392066,0.24549559
719,196257,0.24709843
720,368329,0.6035327
721,230131,0.14474922
722,137643,0.23760246
723,127574,0.19522467
724,358176,0.07557018
725,341868,0.022503199
726,360233,0.06838122
727,287436,0.1225386
728,397751,0.24570268
729,247735,0.27297854
730,176811,0.16789992
731,447514,0.027191434
732,354489,0.31568778
733,282867,0.29126203
734,245371,0.07617332
735,419105,0.3103171
736,242855,0.3303124
737,104423,0.26578552
738,260576,0.098737024
739,297581,0.09197886
740,323875,0.03453163
741,299569,0.04588008
742,107482,0.057806205
743,443584,0.13375174
744,103685,0.021317353
745,443139,0.20568442
746,121751,0.006643756
747,380910,0.07686185
748,398250,0.24659756
749,148942,0.019096047
750,375599,0.093118206
751,441111,0.15646236
752,137303,0.08681202
753,305674,0.20665768
754,162212,0.023569379
755,384634,0.46126136
756,409496,0.038031157
757,443665,0.067278355
758,311485,0.31854314
759,161281,0.07924128
760,290820,0.1307872
761,306137,0.0408573
762,448425,0.093220845
763,153404,0.2909533
764,406885,0.035496794
765,345830,0.015626682
766,313402,0.07895629
767,221970,0.2504845
768,171904,0.116408125
769,368302,0.0891159
770,254273,0.32206848
771,269398,0.2544221
772,128600,0.043518115
773,399406,0.058545846
774,104414,0.15933652
775,237337,0.075929545
776,208095,0.13631728
777,198119,0.08037548
778,185532,0.0217694
779,260490,0.84876186
780,116423,0.22579226
781,263135,0.10480804
782,269356,0.06781831
783,239528,0.3007912
784,355931,0.02911759
785,300940,0.10854737
786,451495,0.08759005
787,450156,0.1922127
788,248885,0.17488976
789,355814,0.046796363
790,290055,0.057211205
791,275777,0.07051655
792,333879,0.13830629
793,395867,0.020117652
794,376678,0.05360505
795,110191,0.018629594
796,445733,0.16208316
797,304996,0.43333957
798,297710,0.11101898
799,294034,0.030008512
800,256430,0.22981122
801,426775,0.012652119
802,169617,0.043627042
803,150057,0.05803348
804,385445,0.098166585
805,232706,0.06271392
806,277313,0.16184337
807,287279,0.03593967
808,452687,0.11038064
809,372689,0.16625282
810,312391,0.18472068
811,259576,0.51042974
812,367131,0.14319853
813,120508,0.07890424
814,331245,0.01550859
815,338925,0.009079522
816,257246,0.55119103
817,160751,0.12491277
818,378007,0.065747626
819,355717,0.12115929
820,243271,0.14445338
821,267838,0.14242446
822,442806,0.18240654
823,380642,0.044715453
824,242153,0.24096897
825,235100,0.5628627
826,353951,0.17011896
827,436292,0.19957715
828,374462,0.015278459
829,144542,0.070548244
830,402099,0.24469715
831,254989,0.07623
832,423455,0.12266361
833,349985,0.14993413
834,358093,0.18203266
835,411311,0.036748596
836,224209,0.1670679
837,378443,0.037022162
838,238997,0.0856567
839,139697,0.15240458
840,352493,0.45086595
841,212394,0.07280783
842,423306,0.052350886
843,209014,0.022440832
844,390004,0.055691827
845,151996,0.3905216
846,319005,0.0527882
847,330852,0.02691728
848,121823,0.19016254
849,455207,0.04495585
850,351983,0.22403342
851,141313,0.042752746
852,269446,0.006960512
853,146899,0.062065586
854,218364,0.07860395
855,211841,0.059050605
856,310165,0.10708111
857,130020,0.18030058
858,322284,0.3098725
859,155914,0.113741025
860,241637,0.28676546
861,372818,0.019427694
862,237477,0.10398826
863,337598,0.13467507
864,318773,0.032730903
865,278475,0.025525793
866,402569,0.12978019
867,442113,0.10293488
868,373282,0.017482853
869,104038,0.03704342
870,312606,0.106483154
871,445304,0.28150958
872,406432,0.043373387
873,272664,0.060901713
874,392865,0.17221911
875,408994,0.08861578
876,407185,0.043202605
877,191058,0.3581213
878,116166,0.36543283
879,177614,0.08318175
880,147266,0.03628908
881,231806,0.15963633
882,197549,0.08275616
883,340053,0.21971123
884,292201,0.03382735
885,417347,0.13756524
886,247667,0.075234205
887,216400,0.1353894
888,425846,0.044695456
889,218072,0.025388662
890,320652,0.067014866
891,144408,0.12945965
892,332217,0.32975313
893,276601,0.07379312
894,320246,0.4313907
895,176451,0.26432908
896,345589,0.024790557
897,314881,0.15038912
898,391187,0.18714923
899,389721,0.08044324
900,403146,0.19847134
901,350348,0.41983664
902,368932,0.2281491
903,431925,0.012608121
904,191269,0.16229546
905,136839,0.16518652
906,179484,0.01345442
907,324331,0.059789415
908,366290,0.13928777
909,296220,0.037378926
910,291984,0.33922467
911,366903,0.11146302
912,120141,0.050273933
913,300543,0.19197387
914,104117,0.043350156
915,242380,0.12469195
916,331283,0.013845388
917,451552,0.017724449
918,288100,0.15630598
919,141428,0.26427972
920,340280,0.36250064
921,387523,0.020801358
922,129679,0.039843973
923,266426,0.29810277
924,173962,0.0876976
925,456087,0.20244324
926,345637,0.09552934
927,445952,0.13319926
928,317214,0.19083126
929,190212,0.16632728
930,105459,0.031132013
931,105504,0.008481594
932,352755,0.1230459
933,361192,0.32301897
934,215359,0.03897132
935,229070,0.09244199
936,366357,0.043794107
937,251365,0.021767551
938,343161,0.4477408
939,283594,0.31218252
940,370249,0.092453465
941,207967,0.041341674
942,132433,0.013377836
943,390503,0.3034271
944,273189,0.09227131
945,236265,0.2072485
946,101648,0.12407893
947,299509,0.06351877
948,445624,0.155005
949,184147,0.17687894
950,119796,0.18583994
951,285063,0.1077382
952,168527,0.12865175
953,349232,0.024959087
954,115064,0.058427304
955,300408,0.067202665
956,224389,0.2520972
957,299207,0.014867636
958,321812,0.04481962
959,432208,0.16690001
960,291420,0.047544267
961,278567,0.008910162
962,444747,0.093437195
963,394273,0.17541814
964,156334,0.34088296
965,118178,0.053367183
966,213367,0.05967226
967,240194,0.26907977
968,252100,0.08502331
969,322577,0.25559953
970,235287,0.031550255
971,238407,0.013710502
972,116075,0.27789497
973,420756,0.07753911
974,201511,0.7984787
975,376731,0.21035004
976,124242,0.0119060315
977,177916,0.05100475
978,165559,0.16216345
979,236495,0.12857592
980,328691,0.012587414
981,112406,0.041350055
982,138727,0.013911246
983,256514,0.17548093
984,245325,0.22461876
985,134113,0.03600253
986,429280,0.025430746
987,345424,0.052947704
988,118602,0.36164573
989,360625,0.3514858
990,445264,0.66073114
991,286780,0.07243073
992,143490,0.023351667
993,134922,0.05085354
994,116451,0.08678736
995,389889,0.14509064
996,340350,0.30936116
997,231590,0.47504652
998,394955,0.057500336
999,251914,0.019038625
1000,437122,0.11333412
1001,366131,0.10187486
1002,250255,0.04036678
1003,411721,0.11465127
1004,206090,0.20504738
1005,280467,0.057933312
1006,192214,0.20802586
1007,445701,0.15555027
1008,382052,0.07009905
1009,268734,0.09092109
1010,176552,0.10451105
1011,144392,0.055218376
1012,186041,0.15755858
1013,343629,0.015592126
1014,368789,0.08790822
1015,212849,0.28898636
1016,328649,0.110301554
1017,353870,0.009865136
1018,179584,0.20085578
1019,276970,0.021979326
1020,439572,0.049282778
1021,390817,0.109949425
1022,436184,0.029922806
1023,248221,0.15223017
1024,291662,0.6798152
1025,163755,0.027905017
1026,277050,0.006607648
1027,383263,0.06491665
1028,174752,0.2527665
1029,255195,0.102601275
1030,334569,0.026082262
1031,158022,0.79219264
1032,393415,0.5659294
1033,401515,0.055443853
1034,114932,0.06808984
1035,158630,0.12132244
1036,282013,0.2676824
1037,361052,0.087219894
1038,202442,0.0173502
1039,298987,0.013232488
1040,120841,0.4633261
1041,279663,0.05989411
1042,241253,0.11844706
1043,364845,0.11310048
1044,437408,0.06062815
1045,128444,0.032351878
1046,127644,0.06614391
1047,367934,0.44814482
1048,138292,0.30248696
1049,318443,0.034666263
1050,152514,0.09064864
1051,224501,0.018407919
1052,353677,0.018793115
1053,110328,0.59047467
1054,138170,0.17918402
1055,350834,0.31895822
1056,133118,0.14846042
1057,447829,0.073725976
1058,408090,0.26271698
1059,301022,0.06352373
1060,180057,0.050364785
1061,304139,0.15668514
1062,389334,0.016540855
1063,274765,0.021504829
1064,360441,0.06620412
1065,333301,0.008664584
1066,395864,0.40945014
1067,237336,0.3138602
1068,314280,0.4846421
1069,210668,0.2671712
1070,126669,0.14874412
1071,153077,0.049109187
1072,397597,0.173298
1073,339421,0.017300516
1074,212719,0.015696097
1075,335346,0.061622277
1076,159101,0.31978562
1077,276531,0.032633085
1078,129210,0.019278416
1079,248233,0.23613034
1080,383274,0.09845531
1081,126527,0.024304882
1082,390914,0.3403463
1083,152853,0.089795716
1084,352002,0.37048855
1085,441439,0.02741503
1086,233717,0.037986174
1087,156638,0.18324064
1088,315846,0.06804443
1089,437398,0.059192818
1090,451082,0.007980777
1091,400523,0.32278013
1092,274104,0.07750922
1093,281208,0.04812314
1094,415223,0.025842378
1095,316901,0.013242534
1096,420452,0.21159808
1097,121043,0.020608863
1098,358574,0.02965966
1099,176536,0.2042593
1100,339388,0.14856087
1101,315355,0.13930596
1102,310600,0.26386258
1103,110727,0.31634048
1104,265252,0.07034662
1105,345937,0.10121847
1106,295023,0.10687752
1107,330339,0.5603472
1108,194796,0.08186404
1109,415330,0.2900276
1110,207328,0.09203844
1111,438548,0.13803777
1112,310393,0.011361955
1113,175550,0.12908943
1114,111805,0.017597646
1115,398467,0.056823626
1116,105315,0.059931464
1117,438800,0.03369377
1118,366139,0.31295162
1119,284350,0.27671033
1120,345312,0.083395
1121,101541,0.0070873154
1122,308714,0.20225233
1123,447219,0.04838278
1124,411528,0.119218536
1125,142913,0.06534987
1126,106382,0.06689647
1127,329773,0.1464307
1128,380695,0.0434839
1129,289729,0.19687927
1130,377601,0.10959445
1131,242726,0.31514493
1132,349521,0.012492423
1133,330864,0.010194489
1134,270258,0.004722917
1135,282130,0.016720815
1136,227041,0.14915888
1137,296587,0.4585385
1138,267406,0.12806793
1139,188730,0.06972384
1140,246461,0.17976718
1141,330225,0.059747476
1142,382305,0.029200623
1143,299520,0.10715818
1144,282328,0.1376127
1145,165310,0.013508261
1146,322484,0.15383542
1147,426244,0.058856018
1148,167076,0.3355666
1149,157373,0.058646996
1150,196321,0.0372452
1151,372139,0.058698878
1152,407150,0.4328096
1153,111691,0.19087687
1154,402538,0.046072092
1155,133643,0.19168384
1156,376183,0.07561898
1157,295571,0.016954375
1158,446422,0.22534098
1159,126005,0.421357
1160,365343,0.034234863
1161,331149,0.112474374
1162,335288,0.38456568
1163,105020,0.32729375
1164,331155,0.021524519
1165,398445,0.029893205
1166,418262,0.03414398
1167,227216,0.17175734
1168,346507,0.0522059
1169,220042,0.21413565
1170,166415,0.08089788
1171,173232,0.017969288
1172,261875,0.05182967
1173,156819,0.026755713
1174,407537,0.03558919
1175,287772,0.05448377
1176,253812,0.057451446
1177,404953,0.100115106
1178,388036,0.01677428
1179,168643,0.32508606
1180,151295,0.09169548
1181,287516,0.32307115
1182,300301,0.25277638
1183,385825,0.6037641
1184,342798,0.04848685
1185,363915,0.02629075
1186,337857,0.6482917
1187,410472,0.044065155
1188,375740,0.20729142
1189,455444,0.26675314
1190,330262,0.15510201
1191,371468,0.072927415
1192,189088,0.07074753
1193,226109,0.03325809
1194,409265,0.10559377
1195,372076,0.14457966
1196,287958,0.06500644
1197,383345,0.024743237
1198,161008,0.034433894
1199,344178,0.0057757236
1200,200711,0.046116836
1201,312275,0.3185762
1202,228789,0.042091247
1203,107072,0.027823592
1204,106220,0.12638612
1205,392448,0.052470304
1206,268123,0.038701367
1207,211917,0.08122655
1208,110092,0.19304718
1209,239529,0.0709026
1210,176018,0.034169156
1211,358887,0.4968745
1212,424200,0.042466365
1213,223165,0.087865606
1214,293056,0.30183294
1215,198898,0.094676435
1216,406665,0.14273448
1217,185655,0.11948113
1218,168670,0.3712501
1219,432906,0.11083247
1220,334057,0.018126648
1221,141983,0.17263377
1222,240014,0.0791136
1223,414718,0.025725674
1224,256989,0.22722916
1225,337166,0.04256957
1226,375870,0.23538709
1227,146353,0.16919103
1228,371905,0.0770009
1229,317624,0.0396528
1230,322257,0.22543186
1231,380916,0.051484693
1232,377160,0.1189144
1233,316881,0.15443905
1234,271947,0.012332958
1235,275991,0.32705942
1236,352349,0.35291645
1237,263500,0.084255
1238,422241,0.04255387
1239,181684,0.71931374
1240,153605,0.8028235
1241,190337,0.0798548
1242,264412,0.013103469
1243,220195,0.047052607
1244,448358,0.14932254
1245,263840,0.009970382
